4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
1629,30600,30600,30600,30600
4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
1512,30600,30600,30600,30600
9523,30600,30600,30600,30600
3220,30600,30600,30600,30600
9529,30600,30600,30600,30600
3291,30600,30600,30600,30600
4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
3230,30600,30600,30600,30600
3299,30600,30600,30600,30600
4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
3011,31240,30600,30600,30600
3012,31240,30600,30600,30600
3315,31240,30600,30600,30600
1812,30600,30600,30600,30600
8219,30600,30600,30600,30600
321,31240,30600,30600,30600
322,31240,30600,30600,30600
4776,30600,30600,30600,30600
4789,30600,30600,30600,30600
1412,30600,30600,30600,30600
1413,30600,30600,30600,30600
1414,30600,30600,30600,30600
1419,30600,30600,30600,30600
9529,30600,30600,30600,30600
8211,30600,30600,30600,30600
8219,30600,30600,30600,30600
8299,32640,31640,30600,30600
1310,30600,30600,30600,30600
9609,30600,30600,30600,30600
3831,30600,30600,30600,30600
4677,30600,30600,30600,30600
1624,30600,30600,30600,30600
9529,30600,30600,30600,30600
162,30600,30600,30600,30600
9329,30600,30600,30600,30600
9609,30600,30600,30600,30600
1623,31640,31640,31640,31640
4332,32440,31140,30600,30600
811,30600,30600,30600,30600
812,30600,30600,30600,30600
1051,31640,31640,31640,31640
3600,30600,30600,30600,30600
4221,30600,30600,30600,30600
4313,30600,30600,30600,30600
4399,32840,31540,30600,30600
162,30600,30600,30600,30600
2572,30600,30600,30600,30600
2573,30600,30600,30600,30600
2599,30600,30600,30600,30600
3311,30600,30600,30600,30600
7420,30600,30600,30600,30600
8219,30600,30600,30600,30600
3320,30600,30600,30600,30600
9522,30600,30600,30600,30600
9609,30600,30600,30600,30600
7721,30600,30600,30600,30600
7729,30600,30600,30600,30600
7721,30600,30600,30600,30600
7729,30600,30600,30600,30600
7722,30600,30600,30600,30600
5510,30600,30600,30600,30600
5520,30600,30600,30600,30600
5590,30600,30600,30600,30600
3312,30600,30600,30600,30600
3317,30600,30600,30600,30600
4520,32640,31340,30600,30600
7911,30600,30600,30600,30600
7990,30600,30600,30600,30600
2562,30600,30600,30600,30600
2573,30600,30600,30600,30600
2599,30600,30600,30600,30600
8020,31640,31640,31640,31640
1814,30600,30600,30600,30600
4312,30600,30600,30600,30600
4313,30600,30600,30600,30600
9313,30600,30600,30600,30600
9319,30600,30600,30600,30600
9329,30600,30600,30600,30600
9604,30600,30600,30600,30600
9321,30600,30600,30600,30600
9329,30600,30600,30600,30600
1071,32140,31040,30600,30600
1072,31540,30600,30600,30600
4724,31240,30600,30600,30600
4729,31240,30600,30600,30600
4781,30600,30600,30600,30600
1511,30600,30600,30600,30600
1629,30600,30600,30600,30600
1910,30600,30600,30600,30600
2014,30600,30600,30600,30600
2352,30600,30600,30600,30600
4789,30600,30600,30600,30600
2521,30600,30600,30600,30600
2591,30600,30600,30600,30600
2592,30600,30600,30600,30600
2893,30600,30600,30600,30600
9522,30600,30600,30600,30600
2572,30600,30600,30600,30600
4752,31240,30600,30600,30600
1082,31540,30600,30600,30600
1089,30600,30600,30600,30600
4789,30600,30600,30600,30600
1039,30600,30600,30600,30600
1052,30600,30600,30600,30600
4729,31240,30600,30600,30600
4781,30600,30600,30600,30600
1073,30600,30600,30600,30600
4729,31240,30600,30600,30600
4781,30600,30600,30600,30600
1320,30600,30600,30600,30600
1629,30600,30600,30600,30600
2341,30600,30600,30600,30600
3299,30600,30600,30600,30600
4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
1394,30600,30600,30600,30600
4778,31240,30600,30600,30600
4789,30600,30600,30600,30600
3102,30600,30600,30600,30600
3103,30600,30600,30600,30600
3109,30600,30600,30600,30600
4759,31240,30600,30600,30600
9524,30600,30600,30600,30600
3240,30600,30600,30600,30600
4765,31240,30600,30600,30600
9529,30600,30600,30600,30600
1084,30600,30600,30600,30600
4729,31240,30600,30600,30600
162,30600,30600,30600,30600
311,30600,30600,30600,30600
312,30600,30600,30600,30600
4638,32640,31640,31640,31640
4723,31240,30600,30600,30600
9522,30600,30600,30600,30600
9529,30600,30600,30600,30600
9525,30600,30600,30600,30600
9529,30600,30600,30600,30600
3312,30600,30600,30600,30600
3313,30600,30600,30600,30600
3319,30600,30600,30600,30600
9511,31340,30600,30600,30600
9512,30600,30600,30600,30600
9521,30600,30600,30600,30600
9522,30600,30600,30600,30600
9529,30600,30600,30600,30600
4540,30600,30600,30600,30600
9529,30600,30600,30600,30600
9523,30600,30600,30600,30600
3317,30600,30600,30600,30600
4329,30600,30600,30600,30600
1629,30600,30600,30600,30600
3099,30600,30600,30600,30600
3299,30600,30600,30600,30600
161,30600,30600,30600,30600
163,30600,30600,30600,30600
1011,30600,30600,30600,30600
1013,30600,30600,30600,30600
5530,30600,30600,30600,30600
9609,30600,30600,30600,30600
2720,30600,30600,30600,30600
3314,30600,30600,30600,30600
9609,30600,30600,30600,30600
1101,30600,30600,30600,30600
1104,30600,30600,30600,30600
2562,30600,30600,30600,30600
2592,30600,30600,30600,30600
2594,30600,30600,30600,30600
2829,30600,30600,30600,30600
8425,30600,30600,30600,30600
9609,30600,30600,30600,30600
4321,31040,31040,31040,31040
4322,32640,31340,30600,30600
4329,30600,30600,30600,30600
4399,32840,31540,30600,30600
9522,30600,30600,30600,30600
9529,30600,30600,30600,30600
1107,30600,30600,30600,30600
162,30600,30600,30600,30600
162,30600,30600,30600,30600
4331,30600,30600,30600,30600
8129,30600,30600,30600,30600
9609,30600,30600,30600,30600
162,30600,30600,30600,30600
7500,30600,30600,30600,30600
9602,31200,30600,30600,30600
9602,31200,30600,30600,30600
9602,30600,30600,30600,30600
9602,30600,30600,30600,30600
9604,30600,30600,30600,30600
1011,30600,30600,30600,30600
4722,31240,30600,30600,30600
1061,30600,30600,30600,30600
1091,30600,30600,30600,30600
4120,32840,31540,30600,30600
4333,32840,31540,30600,30600
4334,32840,31540,30600,30600
4339,32840,31540,30600,30600
4399,32840,31540,30600,30600
4399,32840,31540,30600,30600
8121,30600,30600,30600,30600
8122,30600,30600,30600,30600
8129,30600,30600,30600,30600
2562,30600,30600,30600,30600
4391,30600,30600,30600,30600
3700,30600,30600,30600,30600
3900,30600,30600,30600,30600
8129,30600,30600,30600,30600
8559,30600,30600,30600,30600
8230,30600,30600,30600,30600
9002,30600,30600,30600,30600
9004,30600,30600,30600,30600
1330,30600,30600,30600,30600
9529,30600,30600,30600,30600
9609,30600,30600,30600,30600
1395,30600,30600,30600,30600
1396,30600,30600,30600,30600
9609,30600,30600,30600,30600
2431,30600,30600,30600,30600
2432,30600,30600,30600,30600
2433,30600,30600,30600,30600
2434,30600,30600,30600,30600
2445,30600,30600,30600,30600
2550,30600,30600,30600,30600
2593,30600,30600,30600,30600
2711,30600,30600,30600,30600
3314,30600,30600,30600,30600
1041,30600,30600,30600,30600
2053,30600,30600,30600,30600
1085,30600,30600,30600,30600
5629,30600,30600,30600,30600
9603,30600,30600,30600,30600
8553,30840,30840,30840,30840
161,30600,30600,30600,30600
2562,30600,30600,30600,30600
2573,30600,30600,30600,30600
2591,30600,30600,30600,30600
2592,30600,30600,30600,30600
2594,30600,30600,30600,30600
2599,30600,30600,30600,30600
2331,30600,30600,30600,30600
4322,32640,31340,30600,30600
4329,30600,30600,30600,30600
4399,32840,31540,30600,30600
8122,30600,30600,30600,30600
9609,30600,30600,30600,30600
9601,31140,30600,30600,30600
3312,30600,30600,30600,30600
4520,32640,31340,30600,30600
8122,30600,30600,30600,30600
4761,31240,30600,30600,30600
4762,31240,30600,30600,30600
4789,30600,30600,30600,30600
4799,30600,30600,30600,30600
8891,30600,30600,30600,30600
8899,30600,30600,30600,30600
8810,30600,30600,30600,30600
6202,50000,50000,50000,50000
6203,50000,50000,50000,50000
1610,30600,30600,30600,30600
1629,30600,30600,30600,30600
2370,30600,30600,30600,30600
1393,30600,30600,30600,30600
1032,30600,30600,30600,30600
1102,30600,30600,30600,30600
1103,30600,30600,30600,30600
1104,30600,30600,30600,30600
2562,30600,30600,30600,30600
9529,30600,30600,30600,30600
9609,30600,30600,30600,30600
4941,32640,32640,32640,32640
5221,30600,30600,30600,30600
4932,30600,30600,30600,30600
5030,30600,30600,30600,30600
5040,30600,30600,30600,30600
2211,30600,30600,30600,30600
4520,32640,31340,30600,30600
2561,30600,30600,30600,30600
