9524,Repararea mobilei şi a furniturilor casnice,30600,30600,30600,30600
3240,Fabricarea jocurilor si jucăriilor,30600,30600,30600,30600
4765,"Comerţ  cu  amănuntul  al  jocurilor  şi  jucăriilor,  în  magazine specializate",31240,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
1084,Fabricarea condimentelor şi ingredientelor,30600,30600,30600,30600
4729,"Comerţ   cu   amănuntul   al   altor   produse   alimentare,   în magazine specializate",31240,30600,30600,30600
0162,Activităţi auxiliare pentru creşterea animalelor,30600,30600,30600,30600
0311,Pescuitul maritim,30600,30600,30600,30600
0312,Pescuitul în ape dulci,30600,30600,30600,30600
4638,"Comerţ cu ridicata specializat al altor alimente, inclusiv peşte, crustacee şi moluşte",32640,31640,31640,31640
4723,"Comerţ cu amănuntul al peştelui, crustaceelor şi moluştelor, în magazine specializate",31240,30600,30600,30600
9522,Repararea     dispozitivelor     de     uz     gospodăresc     şi     a echipamentelor pentru casă şi grădină,30600,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
9525,Repararea ceasurilor şi a bijuteriilor,30600,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
3312,Repararea maşinilor,30600,30600,30600,30600
3313,Repararea echipamentelor electronice şi optice,30600,30600,30600,30600
3319,Repararea altor echipamente,30600,30600,30600,30600
9511,Repararea calculatoarelor şi a echipamentelor periferice,31340,30600,30600,30600
9512,Repararea echipamentelor de comunicaţii,30600,30600,30600,30600
9521,"Repararea aparatelor electronice, de uz casnic",30600,30600,30600,30600
9522,Repararea     dispozitivelor     de     uz     gospodăresc     şi     a echipamentelor pentru casă şi grădină,30600,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
4540,"Comerţ    cu    motociclete,    piese    şi    accesorii    aferente; întreţinerea şi repararea motocicletelor",30600,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
9523,Repararea încălţămintei şi a articolelor din piele,30600,30600,30600,30600
3317,Repararea  şi  întreţinerea  altor   echipamente  de  transport n.c.a.,30600,30600,30600,30600
4329,Alte lucrări de instalaţii pentru construcţii,30600,30600,30600,30600
1629,"Fabricarea  altor  produse  din  lemn;  fabricarea  articolelor  din plută, paie şi din alte materiale vegetale împletite",30600,30600,30600,30600
3099,Fabricarea altor mijloace de transport n.c.a.,30600,30600,30600,30600
3299,Fabricarea altor produse manufacturiere n.c.a.,30600,30600,30600,30600
0161,Activităţi auxiliare pentru producţia vegetală,30600,30600,30600,30600
0163,Activităţi după recoltare,30600,30600,30600,30600
1011,Prelucrarea şi conservarea cărnii,30600,30600,30600,30600
1013,Fabricarea   produselor   din   carne   (inclusiv   din   carne   de pasăre),30600,30600,30600,30600
5530,"Parcuri pentru rulote, campinguri şi tabere",30600,30600,30600,30600
9609,Alte activităţi de servicii n.c.a.,30600,30600,30600,30600
2720,Fabricarea de acumulatori şi baterii,30600,30600,30600,30600
3314,Repararea ehipamentelor electrice,30600,30600,30600,30600
9609,Alte activităţi de servicii n.c.a.,30600,30600,30600,30600
1101,"Distilarea, rafinarea şi mixarea băuturilor alcoolice",30600,30600,30600,30600
1104,"Fabricarea altor băuturi nedistilate, obţinute prin fermentare",30600,30600,30600,30600
2562,Operaţiuni de mecanică generală,30600,30600,30600,30600
2592,Fabricarea ambalajelor uşoare din metal,30600,30600,30600,30600
2594,"Fabricarea   de   şuruburi,   buloane   şi   alte   articole   filetate; fabricarea de nituri şi şaibe",30600,30600,30600,30600
2829,Fabricarea altor maşini si utlaje de utilizare generala n.c.a.,30600,30600,30600,30600
8425,Activitati  de  lupta  împotriva  incendiilor  şi  de  prevenire  a acestora,30600,30600,30600,30600
9609,Alte activităţi de servicii n.c.a.,30600,30600,30600,30600
4321,Lucrări de instalaţii electrice,31040,31040,31040,31040
4322,"Lucrări de instalaţii sanitare, de încălzire şi de aer condiţionat",32640,31340,30600,30600
4329,Alte lucrări de instalaţii pentru construcţii,30600,30600,30600,30600
4399,Alte lucrări speciale de construcţii n.c.a.,32840,31540,30600,30600
9522,Repararea     dispozitivelor     de     uz     gospodăresc     şi     a echipamentelor pentru casă şi grădină,30600,30600,30600,30600
9529,Repararea articolelor de uz personal şi gospodăresc n.c.a.,30600,30600,30600,30600
1107,Producţia de băuturi răcoritoare nealcoolice; producţia de ape minerale şi alte ape îmbuteliate,30600,30600,30600,30600
0162,Activitati auxiliare pentru creşterea animalelor,30600,30600,30600,30600
0162,Activitati auxiliare pentru creşterea animalelor,30600,30600,30600,30600
4331,Lucrări de ipsoserie,30600,30600,30600,30600
8129,Alte activităţi de curăţenie,30600,30600,30600,30600
9609,Alte activităţi de servicii n.c.a.,30600,30600,30600,30600
0162,Activităţi auxiliare pentru creşterea animalelor,30600,30600,30600,30600
7500,Activităţi veterinare,30600,30600,30600,30600
9602,Coafura şi alte activităţi de înfrumuseţare coafura *,31200,30600,30600,30600
9602,Coafura şi alte activităţi de înfrumuseţare cosmetică  *,31200,30600,30600,30600
9602,Coafura şi alte activităţi de înfrumuseţare – frizerie  *,30600,30600,30600,30600
9602,"Coafura  şi  alte  activităţi  de  înfrumuseţare  –    manichiură,
pedichiură  *",30600,30600,30600,30600
9604,Activităţi de întreţinere corporală,30600,30600,30600,30600
